city,date,station,trips
San Francisco,29/07/2014,71,20
San Francisco,29/07/2014,72,19
San Francisco,29/07/2014,73,26
San Francisco,29/07/2014,74,50
San Francisco,29/07/2014,75,26
San Francisco,29/07/2014,76,43
San Francisco,29/07/2014,77,46
San Francisco,29/07/2014,82,18
San Francisco,30/07/2014,39,31
San Francisco,30/07/2014,41,23
San Francisco,30/07/2014,42,19
San Francisco,30/07/2014,45,23
San Francisco,30/07/2014,46,15
San Francisco,30/07/2014,47,13
San Francisco,30/07/2014,48,16
San Francisco,30/07/2014,49,23
San Francisco,30/07/2014,50,56
San Francisco,30/07/2014,51,32
San Francisco,30/07/2014,54,27
San Francisco,30/07/2014,55,59
San Francisco,30/07/2014,56,32
San Francisco,30/07/2014,57,23
San Francisco,30/07/2014,58,5
San Francisco,30/07/2014,59,14
San Francisco,30/07/2014,60,55
San Francisco,30/07/2014,61,50
San Francisco,30/07/2014,62,27
San Francisco,30/07/2014,63,20
San Francisco,30/07/2014,64,38
San Francisco,30/07/2014,65,58
San Francisco,30/07/2014,66,27
San Francisco,30/07/2014,67,48
San Francisco,30/07/2014,68,17
San Francisco,30/07/2014,69,52
San Francisco,30/07/2014,70,101
San Francisco,30/07/2014,71,26
San Francisco,30/07/2014,72,33
San Francisco,30/07/2014,73,22
San Francisco,30/07/2014,74,42
San Francisco,30/07/2014,75,24
San Francisco,30/07/2014,76,39
San Francisco,30/07/2014,77,44
San Francisco,30/07/2014,82,24
San Francisco,31/07/2014,39,38
San Francisco,31/07/2014,41,21
San Francisco,31/07/2014,42,17
San Francisco,31/07/2014,45,24
San Francisco,31/07/2014,46,8
San Francisco,31/07/2014,47,15
San Francisco,31/07/2014,48,29
San Francisco,31/07/2014,49,20
San Francisco,31/07/2014,50,60
San Francisco,31/07/2014,51,27
San Francisco,31/07/2014,54,27
San Francisco,31/07/2014,55,56
San Francisco,31/07/2014,56,33
San Francisco,31/07/2014,57,17
San Francisco,31/07/2014,58,7
San Francisco,31/07/2014,59,13
San Francisco,31/07/2014,60,49
San Francisco,31/07/2014,61,60
San Francisco,31/07/2014,62,35
San Francisco,31/07/2014,63,14
San Francisco,31/07/2014,64,31
San Francisco,31/07/2014,65,42
San Francisco,31/07/2014,66,18
San Francisco,31/07/2014,67,27
San Francisco,31/07/2014,68,23
San Francisco,31/07/2014,69,57
San Francisco,31/07/2014,70,99
San Francisco,31/07/2014,71,17
San Francisco,31/07/2014,72,17
San Francisco,31/07/2014,73,22
San Francisco,31/07/2014,74,35
San Francisco,31/07/2014,75,23
San Francisco,31/07/2014,76,39
San Francisco,31/07/2014,77,45
San Francisco,31/07/2014,82,20
San Francisco,01/08/2014,39,31
San Francisco,01/08/2014,41,23
San Francisco,01/08/2014,42,21
San Francisco,01/08/2014,45,25
San Francisco,01/08/2014,46,11
San Francisco,01/08/2014,47,10
San Francisco,01/08/2014,48,15
San Francisco,01/08/2014,49,30
San Francisco,01/08/2014,50,59
San Francisco,01/08/2014,51,22
San Francisco,01/08/2014,54,21
San Francisco,01/08/2014,55,45
San Francisco,01/08/2014,56,22
San Francisco,01/08/2014,57,17
San Francisco,01/08/2014,58,6
San Francisco,01/08/2014,59,10
San Francisco,01/08/2014,60,45
San Francisco,01/08/2014,61,32
San Francisco,01/08/2014,62,18
San Francisco,01/08/2014,63,19
San Francisco,01/08/2014,64,37
San Francisco,01/08/2014,65,39
San Francisco,01/08/2014,66,23
San Francisco,01/08/2014,67,48
San Francisco,01/08/2014,68,16
San Francisco,01/08/2014,69,41
San Francisco,01/08/2014,70,97
San Francisco,01/08/2014,71,13
San Francisco,01/08/2014,72,19
San Francisco,01/08/2014,73,22
San Francisco,01/08/2014,74,33
San Francisco,01/08/2014,75,24
San Francisco,01/08/2014,76,41
San Francisco,01/08/2014,77,34
San Francisco,01/08/2014,82,20
San Francisco,02/08/2014,39,9
San Francisco,02/08/2014,41,1
San Francisco,02/08/2014,42,6
San Francisco,02/08/2014,45,3
San Francisco,02/08/2014,46,4
San Francisco,02/08/2014,47,6
San Francisco,02/08/2014,49,13
San Francisco,02/08/2014,50,38
San Francisco,02/08/2014,51,5
San Francisco,02/08/2014,54,12
San Francisco,02/08/2014,55,5
San Francisco,02/08/2014,56,3
San Francisco,02/08/2014,57,6
San Francisco,02/08/2014,58,3
San Francisco,02/08/2014,59,2
San Francisco,02/08/2014,60,30
San Francisco,02/08/2014,61,6
San Francisco,02/08/2014,62,4
San Francisco,02/08/2014,63,5
San Francisco,02/08/2014,64,10
San Francisco,02/08/2014,65,13
San Francisco,02/08/2014,66,12
San Francisco,02/08/2014,67,10
San Francisco,02/08/2014,68,3
San Francisco,02/08/2014,69,14
San Francisco,02/08/2014,70,7
San Francisco,02/08/2014,71,9
San Francisco,02/08/2014,72,15
San Francisco,02/08/2014,73,14
San Francisco,02/08/2014,74,13
San Francisco,02/08/2014,75,5
San Francisco,02/08/2014,76,14
San Francisco,02/08/2014,77,15
San Francisco,02/08/2014,82,1
San Francisco,03/08/2014,39,18
San Francisco,03/08/2014,41,5
San Francisco,03/08/2014,42,4
San Francisco,03/08/2014,45,8
San Francisco,03/08/2014,46,1
San Francisco,03/08/2014,47,8
San Francisco,03/08/2014,48,4
San Francisco,03/08/2014,49,6
San Francisco,03/08/2014,50,22
San Francisco,03/08/2014,51,6
San Francisco,03/08/2014,54,12
San Francisco,03/08/2014,55,2
San Francisco,03/08/2014,56,2
San Francisco,03/08/2014,57,3
San Francisco,03/08/2014,58,4
San Francisco,03/08/2014,59,5
San Francisco,03/08/2014,60,13
San Francisco,03/08/2014,61,11
San Francisco,03/08/2014,62,2
San Francisco,03/08/2014,63,8
San Francisco,03/08/2014,64,5
San Francisco,03/08/2014,65,7
San Francisco,03/08/2014,66,4
San Francisco,03/08/2014,67,18
San Francisco,03/08/2014,68,9
San Francisco,03/08/2014,69,6
San Francisco,03/08/2014,70,17
San Francisco,03/08/2014,71,4
San Francisco,03/08/2014,72,5
San Francisco,03/08/2014,73,9
San Francisco,03/08/2014,74,12
San Francisco,03/08/2014,75,2
San Francisco,03/08/2014,76,14
San Francisco,03/08/2014,77,11
San Francisco,03/08/2014,82,3
San Francisco,04/08/2014,39,36
San Francisco,04/08/2014,41,17
San Francisco,04/08/2014,42,19
San Francisco,04/08/2014,45,21
San Francisco,04/08/2014,46,7
San Francisco,04/08/2014,47,14
San Francisco,04/08/2014,48,22
San Francisco,04/08/2014,49,16
San Francisco,04/08/2014,50,37
San Francisco,04/08/2014,51,30
San Francisco,04/08/2014,54,17
San Francisco,04/08/2014,55,53
San Francisco,04/08/2014,56,27
San Francisco,04/08/2014,57,17
San Francisco,04/08/2014,58,6
San Francisco,04/08/2014,59,12
San Francisco,04/08/2014,60,38
San Francisco,04/08/2014,61,42
San Francisco,04/08/2014,62,33
San Francisco,04/08/2014,63,13
San Francisco,04/08/2014,64,36
San Francisco,04/08/2014,65,37
San Francisco,04/08/2014,66,19
San Francisco,04/08/2014,67,38
San Francisco,04/08/2014,68,18
San Francisco,04/08/2014,69,62
San Francisco,04/08/2014,70,96
San Francisco,04/08/2014,71,25
San Francisco,04/08/2014,72,21
San Francisco,04/08/2014,73,25
San Francisco,04/08/2014,74,57
San Francisco,04/08/2014,75,28
San Francisco,04/08/2014,76,39
San Francisco,04/08/2014,77,33
San Francisco,04/08/2014,82,22
San Francisco,05/08/2014,39,28
San Francisco,05/08/2014,41,20
San Francisco,05/08/2014,42,15
San Francisco,05/08/2014,45,28
San Francisco,05/08/2014,46,8
San Francisco,05/08/2014,47,14
San Francisco,05/08/2014,48,27
San Francisco,05/08/2014,49,28
San Francisco,05/08/2014,50,45
San Francisco,05/08/2014,51,39
San Francisco,05/08/2014,54,17
San Francisco,05/08/2014,55,56
San Francisco,05/08/2014,56,28
San Francisco,05/08/2014,57,21
San Francisco,05/08/2014,58,7
San Francisco,05/08/2014,59,10
San Francisco,05/08/2014,60,45
San Francisco,05/08/2014,61,64
San Francisco,05/08/2014,62,32
San Francisco,05/08/2014,63,22
San Francisco,05/08/2014,64,37
San Francisco,05/08/2014,65,45
San Francisco,05/08/2014,66,20
San Francisco,05/08/2014,67,49
San Francisco,05/08/2014,68,24
San Francisco,05/08/2014,69,61
San Francisco,05/08/2014,70,92
San Francisco,05/08/2014,71,36
San Francisco,05/08/2014,72,31
San Francisco,05/08/2014,73,25
San Francisco,05/08/2014,74,53
San Francisco,05/08/2014,75,23
San Francisco,05/08/2014,76,41
San Francisco,05/08/2014,77,38
San Francisco,05/08/2014,82,30
San Francisco,06/08/2014,39,29
San Francisco,06/08/2014,41,18
San Francisco,06/08/2014,42,17
San Francisco,06/08/2014,45,13
San Francisco,06/08/2014,46,11
San Francisco,06/08/2014,47,18
San Francisco,06/08/2014,48,14
San Francisco,06/08/2014,49,22
San Francisco,06/08/2014,50,48
San Francisco,06/08/2014,51,26
San Francisco,06/08/2014,54,33
San Francisco,06/08/2014,55,56
San Francisco,06/08/2014,56,41
San Francisco,06/08/2014,57,16
San Francisco,06/08/2014,58,3
San Francisco,06/08/2014,59,18
San Francisco,06/08/2014,60,43
San Francisco,06/08/2014,61,42
San Francisco,06/08/2014,62,35
San Francisco,06/08/2014,63,16
San Francisco,06/08/2014,64,29
San Francisco,06/08/2014,65,38
San Francisco,06/08/2014,66,24
San Francisco,06/08/2014,67,52
San Francisco,06/08/2014,68,14
San Francisco,06/08/2014,69,72
San Francisco,06/08/2014,70,111
San Francisco,06/08/2014,71,28
San Francisco,06/08/2014,72,29
San Francisco,06/08/2014,73,36
San Francisco,06/08/2014,74,45
San Francisco,06/08/2014,75,18
San Francisco,06/08/2014,76,33
San Francisco,06/08/2014,77,46
San Francisco,06/08/2014,82,26
San Francisco,07/08/2014,39,34
San Francisco,07/08/2014,41,21
San Francisco,07/08/2014,42,14
San Francisco,07/08/2014,45,23
San Francisco,07/08/2014,46,15
San Francisco,07/08/2014,47,8
San Francisco,07/08/2014,48,19
San Francisco,07/08/2014,49,23
San Francisco,07/08/2014,50,54
San Francisco,07/08/2014,51,30
San Francisco,07/08/2014,54,21
San Francisco,07/08/2014,55,46
San Francisco,07/08/2014,56,38
San Francisco,07/08/2014,57,22
San Francisco,07/08/2014,58,11
San Francisco,07/08/2014,59,14
San Francisco,07/08/2014,60,41
San Francisco,07/08/2014,61,30
San Francisco,07/08/2014,62,28
San Francisco,07/08/2014,63,27
San Francisco,07/08/2014,64,31
San Francisco,07/08/2014,65,46
San Francisco,07/08/2014,66,20
San Francisco,07/08/2014,67,49
San Francisco,07/08/2014,68,18
San Francisco,07/08/2014,69,60
San Francisco,07/08/2014,70,101
San Francisco,07/08/2014,71,31
San Francisco,07/08/2014,72,22
San Francisco,07/08/2014,73,26
San Francisco,07/08/2014,74,58
San Francisco,07/08/2014,75,23
San Francisco,07/08/2014,76,40
San Francisco,07/08/2014,77,39
San Francisco,07/08/2014,82,23
San Francisco,08/08/2014,39,29
San Francisco,08/08/2014,41,19
San Francisco,08/08/2014,42,18
San Francisco,08/08/2014,45,15
San Francisco,08/08/2014,46,9
San Francisco,08/08/2014,47,18
San Francisco,08/08/2014,48,10
San Francisco,08/08/2014,49,16
San Francisco,08/08/2014,50,41
San Francisco,08/08/2014,51,28
San Francisco,08/08/2014,54,29
San Francisco,08/08/2014,55,47
San Francisco,08/08/2014,56,22
San Francisco,08/08/2014,57,25
San Francisco,08/08/2014,58,11
San Francisco,08/08/2014,59,19
San Francisco,08/08/2014,60,45
San Francisco,08/08/2014,61,31
San Francisco,08/08/2014,62,28
San Francisco,08/08/2014,63,9
San Francisco,08/08/2014,64,22
San Francisco,08/08/2014,65,34
San Francisco,08/08/2014,66,30
San Francisco,08/08/2014,67,38
San Francisco,08/08/2014,68,19
San Francisco,08/08/2014,69,54
San Francisco,08/08/2014,70,100
San Francisco,08/08/2014,71,19
San Francisco,08/08/2014,72,26
San Francisco,08/08/2014,73,31
San Francisco,08/08/2014,74,40
San Francisco,08/08/2014,75,22
San Francisco,08/08/2014,76,36
San Francisco,08/08/2014,77,37
San Francisco,08/08/2014,82,22
San Francisco,09/08/2014,39,19
San Francisco,09/08/2014,41,5
San Francisco,09/08/2014,42,5
San Francisco,09/08/2014,45,10
San Francisco,09/08/2014,46,4
San Francisco,09/08/2014,47,3
San Francisco,09/08/2014,48,6
San Francisco,09/08/2014,49,4
San Francisco,09/08/2014,50,24
San Francisco,09/08/2014,54,5
San Francisco,09/08/2014,55,3
San Francisco,09/08/2014,56,4
San Francisco,09/08/2014,57,3
San Francisco,09/08/2014,58,4
San Francisco,09/08/2014,59,6
San Francisco,09/08/2014,60,29
San Francisco,09/08/2014,61,8
San Francisco,09/08/2014,62,5
San Francisco,09/08/2014,63,3
San Francisco,09/08/2014,64,5
San Francisco,09/08/2014,65,10
San Francisco,09/08/2014,66,10
San Francisco,09/08/2014,67,17
San Francisco,09/08/2014,68,7
San Francisco,09/08/2014,69,5
San Francisco,09/08/2014,70,12
San Francisco,09/08/2014,71,7
San Francisco,09/08/2014,72,6
San Francisco,09/08/2014,73,16
San Francisco,09/08/2014,74,6
San Francisco,09/08/2014,75,11
San Francisco,09/08/2014,76,18
San Francisco,09/08/2014,77,7
San Francisco,09/08/2014,82,5
San Francisco,10/08/2014,39,20
San Francisco,10/08/2014,41,3
San Francisco,10/08/2014,42,4
San Francisco,10/08/2014,45,13
San Francisco,10/08/2014,46,9
San Francisco,10/08/2014,47,2
San Francisco,10/08/2014,48,8
San Francisco,10/08/2014,49,7
San Francisco,10/08/2014,50,24
San Francisco,10/08/2014,51,11
San Francisco,10/08/2014,54,21
San Francisco,10/08/2014,55,4
San Francisco,10/08/2014,56,2
San Francisco,10/08/2014,57,4
San Francisco,10/08/2014,58,2
San Francisco,10/08/2014,59,3
San Francisco,10/08/2014,60,51
San Francisco,10/08/2014,61,9
San Francisco,10/08/2014,62,2
San Francisco,10/08/2014,63,7
San Francisco,10/08/2014,64,8
San Francisco,10/08/2014,65,2
San Francisco,10/08/2014,66,5
San Francisco,10/08/2014,67,11
San Francisco,10/08/2014,68,9
San Francisco,10/08/2014,69,3
San Francisco,10/08/2014,70,15
San Francisco,10/08/2014,71,5
San Francisco,10/08/2014,72,16
San Francisco,10/08/2014,73,11
San Francisco,10/08/2014,74,3
San Francisco,10/08/2014,75,4
San Francisco,10/08/2014,76,22
San Francisco,10/08/2014,77,9
San Francisco,11/08/2014,39,34
San Francisco,11/08/2014,41,13
San Francisco,11/08/2014,42,21
San Francisco,11/08/2014,45,23
San Francisco,11/08/2014,46,5
San Francisco,11/08/2014,47,17
San Francisco,11/08/2014,48,26
San Francisco,11/08/2014,49,17
San Francisco,11/08/2014,50,42
San Francisco,11/08/2014,51,27
San Francisco,11/08/2014,54,20
San Francisco,11/08/2014,55,54
San Francisco,11/08/2014,56,30
San Francisco,11/08/2014,57,18
San Francisco,11/08/2014,58,6
San Francisco,11/08/2014,59,15
San Francisco,11/08/2014,60,43
San Francisco,11/08/2014,61,51
San Francisco,11/08/2014,62,32
San Francisco,11/08/2014,63,21
San Francisco,11/08/2014,64,28
San Francisco,11/08/2014,65,40
San Francisco,11/08/2014,66,23
San Francisco,11/08/2014,67,46
San Francisco,11/08/2014,68,20
San Francisco,11/08/2014,69,49
San Francisco,11/08/2014,70,108
San Francisco,11/08/2014,71,22
San Francisco,11/08/2014,72,30
San Francisco,11/08/2014,73,25
San Francisco,11/08/2014,74,54
San Francisco,11/08/2014,75,22
San Francisco,11/08/2014,76,31
San Francisco,11/08/2014,77,32
San Francisco,11/08/2014,82,28
San Francisco,12/08/2014,39,30
San Francisco,12/08/2014,41,20
San Francisco,12/08/2014,42,22
San Francisco,12/08/2014,45,21
San Francisco,12/08/2014,46,10
San Francisco,12/08/2014,47,15
San Francisco,12/08/2014,48,27
San Francisco,12/08/2014,49,22
San Francisco,12/08/2014,50,60
San Francisco,12/08/2014,51,29
San Francisco,12/08/2014,54,25
San Francisco,12/08/2014,55,50
San Francisco,12/08/2014,56,37
San Francisco,12/08/2014,57,30
San Francisco,12/08/2014,58,4
San Francisco,12/08/2014,59,20
San Francisco,12/08/2014,60,56
San Francisco,12/08/2014,61,51
San Francisco,12/08/2014,62,34
San Francisco,12/08/2014,63,29
San Francisco,12/08/2014,64,36
San Francisco,12/08/2014,65,45
San Francisco,12/08/2014,66,26
San Francisco,12/08/2014,67,41
San Francisco,12/08/2014,68,22
San Francisco,12/08/2014,69,69
San Francisco,12/08/2014,70,99
San Francisco,12/08/2014,71,30
San Francisco,12/08/2014,72,28
San Francisco,12/08/2014,73,32
San Francisco,12/08/2014,74,56
San Francisco,12/08/2014,75,24
San Francisco,12/08/2014,76,37
San Francisco,12/08/2014,77,48
San Francisco,12/08/2014,82,28
San Francisco,13/08/2014,39,29
San Francisco,13/08/2014,41,17
San Francisco,13/08/2014,42,19
San Francisco,13/08/2014,45,18
San Francisco,13/08/2014,46,4
San Francisco,13/08/2014,47,11
San Francisco,13/08/2014,48,17
San Francisco,13/08/2014,49,21
San Francisco,13/08/2014,50,53
San Francisco,13/08/2014,51,28
San Francisco,13/08/2014,54,21
San Francisco,13/08/2014,55,50
San Francisco,13/08/2014,56,27
San Francisco,13/08/2014,57,34
San Francisco,13/08/2014,58,13
San Francisco,13/08/2014,59,12
San Francisco,13/08/2014,60,36
San Francisco,13/08/2014,61,59
San Francisco,13/08/2014,62,28
San Francisco,13/08/2014,63,23
San Francisco,13/08/2014,64,27
San Francisco,13/08/2014,65,45
San Francisco,13/08/2014,66,23
San Francisco,13/08/2014,67,42
San Francisco,13/08/2014,68,24
San Francisco,13/08/2014,69,49
San Francisco,13/08/2014,70,101
San Francisco,13/08/2014,71,33
San Francisco,13/08/2014,72,20
San Francisco,13/08/2014,73,27
San Francisco,13/08/2014,74,56
San Francisco,13/08/2014,75,23
San Francisco,13/08/2014,76,31
San Francisco,13/08/2014,77,45
San Francisco,13/08/2014,82,27
San Francisco,14/08/2014,39,37
San Francisco,14/08/2014,41,24
San Francisco,14/08/2014,42,19
San Francisco,14/08/2014,45,21
San Francisco,14/08/2014,46,5
San Francisco,14/08/2014,47,8
San Francisco,14/08/2014,48,18
San Francisco,14/08/2014,49,28
San Francisco,14/08/2014,50,53
San Francisco,14/08/2014,51,26
San Francisco,14/08/2014,54,22
San Francisco,14/08/2014,55,50
San Francisco,14/08/2014,56,35
San Francisco,14/08/2014,57,21
San Francisco,14/08/2014,58,3
San Francisco,14/08/2014,59,14
San Francisco,14/08/2014,60,48
San Francisco,14/08/2014,61,41
San Francisco,14/08/2014,62,29
San Francisco,14/08/2014,63,19
San Francisco,14/08/2014,64,40
San Francisco,14/08/2014,65,37
San Francisco,14/08/2014,66,29
San Francisco,14/08/2014,67,46
San Francisco,14/08/2014,68,20
San Francisco,14/08/2014,69,56
San Francisco,14/08/2014,70,113
San Francisco,14/08/2014,71,23
San Francisco,14/08/2014,72,23
San Francisco,14/08/2014,73,27
San Francisco,14/08/2014,74,48
San Francisco,14/08/2014,75,25
San Francisco,14/08/2014,76,33
San Francisco,14/08/2014,77,41
San Francisco,14/08/2014,82,21
San Francisco,15/08/2014,39,28
San Francisco,15/08/2014,41,18
San Francisco,15/08/2014,42,20
San Francisco,15/08/2014,45,15
San Francisco,15/08/2014,46,10
San Francisco,15/08/2014,47,19
San Francisco,15/08/2014,48,8
San Francisco,15/08/2014,49,20
San Francisco,15/08/2014,50,44
San Francisco,15/08/2014,51,23
San Francisco,15/08/2014,54,17
San Francisco,15/08/2014,55,49
San Francisco,15/08/2014,56,21
San Francisco,15/08/2014,57,24
San Francisco,15/08/2014,58,8
San Francisco,15/08/2014,59,14
San Francisco,15/08/2014,60,44
San Francisco,15/08/2014,61,51
San Francisco,15/08/2014,62,32
San Francisco,15/08/2014,63,27
San Francisco,15/08/2014,64,23
San Francisco,15/08/2014,65,36
San Francisco,15/08/2014,66,18
San Francisco,15/08/2014,67,35
San Francisco,15/08/2014,68,21
San Francisco,15/08/2014,69,67
San Francisco,15/08/2014,70,94
San Francisco,15/08/2014,71,17
San Francisco,15/08/2014,72,26
San Francisco,15/08/2014,73,31
San Francisco,15/08/2014,74,50
San Francisco,15/08/2014,75,27
San Francisco,15/08/2014,76,45
San Francisco,15/08/2014,77,26
San Francisco,15/08/2014,82,26
San Francisco,16/08/2014,39,10
San Francisco,16/08/2014,41,11
San Francisco,16/08/2014,42,7
San Francisco,16/08/2014,45,6
San Francisco,16/08/2014,46,1
San Francisco,16/08/2014,47,8
San Francisco,16/08/2014,48,7
San Francisco,16/08/2014,49,3
San Francisco,16/08/2014,50,25
San Francisco,16/08/2014,51,3
San Francisco,16/08/2014,54,15
San Francisco,16/08/2014,55,3
San Francisco,16/08/2014,56,14
San Francisco,16/08/2014,57,5
San Francisco,16/08/2014,58,3
San Francisco,16/08/2014,59,6
San Francisco,16/08/2014,60,26
San Francisco,16/08/2014,61,29
San Francisco,16/08/2014,62,10
San Francisco,16/08/2014,63,2
San Francisco,16/08/2014,64,11
San Francisco,16/08/2014,65,13
San Francisco,16/08/2014,66,7
San Francisco,16/08/2014,67,6
San Francisco,16/08/2014,68,10
San Francisco,16/08/2014,69,6
San Francisco,16/08/2014,70,17
San Francisco,16/08/2014,71,15
San Francisco,16/08/2014,72,9
San Francisco,16/08/2014,73,10
San Francisco,16/08/2014,74,12
San Francisco,16/08/2014,75,2
San Francisco,16/08/2014,76,18
San Francisco,16/08/2014,77,11
San Francisco,16/08/2014,82,2
San Francisco,17/08/2014,39,16
San Francisco,17/08/2014,41,3
San Francisco,17/08/2014,42,9
San Francisco,17/08/2014,45,5
San Francisco,17/08/2014,46,13
San Francisco,17/08/2014,47,5
San Francisco,17/08/2014,48,2
San Francisco,17/08/2014,49,10
San Francisco,17/08/2014,50,28
San Francisco,17/08/2014,51,7
San Francisco,17/08/2014,54,14
San Francisco,17/08/2014,55,3
San Francisco,17/08/2014,56,6
San Francisco,17/08/2014,57,6
San Francisco,17/08/2014,58,1
San Francisco,17/08/2014,59,1
San Francisco,17/08/2014,60,23
San Francisco,17/08/2014,61,22
San Francisco,17/08/2014,62,4
San Francisco,17/08/2014,63,3
San Francisco,17/08/2014,64,8
San Francisco,17/08/2014,65,6
San Francisco,17/08/2014,66,5
San Francisco,17/08/2014,67,12
San Francisco,17/08/2014,68,9
San Francisco,17/08/2014,69,12
San Francisco,17/08/2014,70,13
San Francisco,17/08/2014,71,11
San Francisco,17/08/2014,72,4
San Francisco,17/08/2014,73,10
San Francisco,17/08/2014,74,10
San Francisco,17/08/2014,75,6
San Francisco,17/08/2014,76,11
San Francisco,17/08/2014,77,11
San Francisco,18/08/2014,39,35
San Francisco,18/08/2014,41,14
San Francisco,18/08/2014,42,17
San Francisco,18/08/2014,45,27
San Francisco,18/08/2014,46,4
San Francisco,18/08/2014,47,15
San Francisco,18/08/2014,48,13
San Francisco,18/08/2014,49,22
San Francisco,18/08/2014,50,39
San Francisco,18/08/2014,51,28
San Francisco,18/08/2014,54,21
San Francisco,18/08/2014,55,53
San Francisco,18/08/2014,56,27
San Francisco,18/08/2014,57,19
San Francisco,18/08/2014,58,4
San Francisco,18/08/2014,59,8
San Francisco,18/08/2014,60,44
San Francisco,18/08/2014,61,55
San Francisco,18/08/2014,62,33
San Francisco,18/08/2014,63,22
San Francisco,18/08/2014,64,33
San Francisco,18/08/2014,65,54
San Francisco,18/08/2014,66,18
San Francisco,18/08/2014,67,42
San Francisco,18/08/2014,68,22
San Francisco,18/08/2014,69,68
San Francisco,18/08/2014,70,104
San Francisco,18/08/2014,71,18
San Francisco,18/08/2014,72,22
San Francisco,18/08/2014,73,26
San Francisco,18/08/2014,74,56
San Francisco,18/08/2014,75,25
San Francisco,18/08/2014,76,41
San Francisco,18/08/2014,77,42
San Francisco,18/08/2014,82,27
San Francisco,19/08/2014,39,34
San Francisco,19/08/2014,41,19
San Francisco,19/08/2014,42,16
San Francisco,19/08/2014,45,18
San Francisco,19/08/2014,46,8
San Francisco,19/08/2014,47,21
San Francisco,19/08/2014,48,17
San Francisco,19/08/2014,49,22
San Francisco,19/08/2014,50,53
San Francisco,19/08/2014,51,26
San Francisco,19/08/2014,54,31
San Francisco,19/08/2014,55,49
San Francisco,19/08/2014,56,43
San Francisco,19/08/2014,57,18
San Francisco,19/08/2014,58,6
San Francisco,19/08/2014,59,16
San Francisco,19/08/2014,60,38
San Francisco,19/08/2014,61,58
San Francisco,19/08/2014,62,35
San Francisco,19/08/2014,63,27
San Francisco,19/08/2014,64,25
San Francisco,19/08/2014,65,52
San Francisco,19/08/2014,66,24
San Francisco,19/08/2014,67,32
San Francisco,19/08/2014,68,28
San Francisco,19/08/2014,69,61
San Francisco,19/08/2014,70,91
San Francisco,19/08/2014,71,24
San Francisco,19/08/2014,72,28
San Francisco,19/08/2014,73,27
San Francisco,19/08/2014,74,44
San Francisco,19/08/2014,75,25
San Francisco,19/08/2014,76,34
San Francisco,19/08/2014,77,40
San Francisco,19/08/2014,82,27
San Francisco,20/08/2014,39,34
San Francisco,20/08/2014,41,17
San Francisco,20/08/2014,42,20
San Francisco,20/08/2014,45,19
San Francisco,20/08/2014,46,12
San Francisco,20/08/2014,47,18
San Francisco,20/08/2014,48,16
San Francisco,20/08/2014,49,18
San Francisco,20/08/2014,50,56
San Francisco,20/08/2014,51,26
San Francisco,20/08/2014,54,22
San Francisco,20/08/2014,55,57
San Francisco,20/08/2014,56,34
San Francisco,20/08/2014,57,24
San Francisco,20/08/2014,58,14
San Francisco,20/08/2014,59,11
San Francisco,20/08/2014,60,45
San Francisco,20/08/2014,61,61
San Francisco,20/08/2014,62,33
San Francisco,20/08/2014,63,25
San Francisco,20/08/2014,64,27
San Francisco,20/08/2014,65,44
San Francisco,20/08/2014,66,27
San Francisco,20/08/2014,67,41
San Francisco,20/08/2014,68,27
San Francisco,20/08/2014,69,60
San Francisco,20/08/2014,70,126
San Francisco,20/08/2014,71,19
San Francisco,20/08/2014,72,26
San Francisco,20/08/2014,73,38
San Francisco,20/08/2014,74,43
San Francisco,20/08/2014,75,23
San Francisco,20/08/2014,76,35
San Francisco,20/08/2014,77,54
San Francisco,20/08/2014,82,24
San Francisco,21/08/2014,39,30
San Francisco,21/08/2014,41,17
San Francisco,21/08/2014,42,16
San Francisco,21/08/2014,45,23
San Francisco,21/08/2014,46,8
San Francisco,21/08/2014,47,20
San Francisco,21/08/2014,48,17
San Francisco,21/08/2014,49,31
San Francisco,21/08/2014,50,52
San Francisco,21/08/2014,54,29
San Francisco,21/08/2014,55,74
San Francisco,21/08/2014,56,38
San Francisco,21/08/2014,57,27
San Francisco,21/08/2014,58,5
San Francisco,21/08/2014,59,11
San Francisco,21/08/2014,60,35
San Francisco,21/08/2014,61,67
San Francisco,21/08/2014,62,35
San Francisco,21/08/2014,63,23
San Francisco,21/08/2014,64,29
San Francisco,21/08/2014,65,53
San Francisco,21/08/2014,66,28
San Francisco,21/08/2014,67,39
San Francisco,21/08/2014,68,29
San Francisco,21/08/2014,69,64
San Francisco,21/08/2014,70,117
San Francisco,21/08/2014,71,22
San Francisco,21/08/2014,72,32
San Francisco,21/08/2014,73,37
San Francisco,21/08/2014,74,51
San Francisco,21/08/2014,75,26
San Francisco,21/08/2014,76,40
San Francisco,21/08/2014,77,47
San Francisco,21/08/2014,82,28
San Francisco,22/08/2014,39,33
San Francisco,22/08/2014,41,20
San Francisco,22/08/2014,42,24
San Francisco,22/08/2014,45,23
San Francisco,22/08/2014,46,8
San Francisco,22/08/2014,47,25
San Francisco,22/08/2014,48,21
San Francisco,22/08/2014,49,18
San Francisco,22/08/2014,50,65
San Francisco,22/08/2014,54,26
San Francisco,22/08/2014,55,45
San Francisco,22/08/2014,56,26
San Francisco,22/08/2014,57,25
San Francisco,22/08/2014,58,9
San Francisco,22/08/2014,59,12
